title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
Wetland 106,2022-06-27,Sauk Village,Sauk Village,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Benjamin Rohr,41.486585,-87.582855,"High 80's, Sunny",0.5 Hours,Emergent Wetland,NA,Public,1.7,2.5,6.6,7.9,20.4,46.7,26.7,26.7,0,2,2.3,2.8,15,10,5,0,-0.6,2,3,1,6,2,1,0,0,0,0,11,4,0,10,0
Wetland 107,2022-06-27,Sauk Village,Sauk Village,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Benjamin Rohr,41.487048,-87.582151,High 80's Sunny,0.5 Hours,Emergent Wetland,NA,Public,1.1,1.6,4.3,5.1,13.1,46.7,46.7,6.7,0,1.7,NA,1.6,15,10,5,-0.4,-0.7,3,0,1,5,4,2,0,0,0,1,13,1,1,9,0
Wetland 108,2022-06-27,Sauk Village,Sauk Village,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Benjamin Rohr,41.486721,-87.580698,"High 80's, Sunny",0.5 Hours,Scrub/Shrub Wetland,NA,Public,1.3,2,3.7,4.5,15.8,37.5,50,12.5,0,4,NA,1.5,8,5,3,-0.9,-1,1,0,2,2,1,2,0,0,0,0,7,1,0,5,0
Sauk Village- Wetland 6,2022-06-27,Sauk Village,Sauk Village,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,D. Koldoff,41.48637,-87.585492,"High 80s, sunny",1 hour,Emergent wetland,NA,Public,1.9,2.6,8.3,9.7,22.3,36.8,36.8,26.3,0,2,2.3,2.9,19,14,5,-0.2,-0.6,2,3,2,7,3,2,0,0,0,0,15,4,0,14,0
deer meadow,2022-06-22,Acorn Pond,Mundelein,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2,2.3,5.3,5.6,21.3,14.3,71.4,14.3,0,NA,NA,2.3,7,6,1,-2,-2,0,0,0,7,0,0,0,0,0,3,4,0,3,3,0
Spring 2022 Ryan NE,2022-06-22,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,"System could not find these plants:
Fassen's catnip(Nepeta Faassenni),
Beardless wildrye(Leymus triticoides)
Eastern bluestar(Amsonia tabernaemontana)",Public,0.8,2,2.3,3.5,12.2,75,12.5,12.5,0,NA,NA,2,8,3,5,0.6,-0.3,0,0,0,7,0,0,0,1,0,2,4,2,0,3,0
Spring 2022 Ryan SE,2022-06-22,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,"System could not find these plants:
Spider plant(Chlorophytum comosum)
Beardless wildrye(Leymus triticoides)
Faassen's catnip(Nepeta faassenii)",Public,2,3,4.9,6,24.5,50,33.3,0,16.7,0.5,NA,5.5,6,4,2,1.2,1.3,2,0,0,3,1,0,0,0,0,1,5,0,0,4,0
Spring 2022 UCE South,2022-06-22,Unitarian,Evanston,Cook,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,"System could not find: 
eastern beebalm(Monarda bradburiana)",Public,2.4,4.1,8.3,10.8,31.3,41.7,25,25,8.3,NA,NA,4.1,12,7,5,0.6,0.4,1,1,0,7,1,2,0,0,0,0,12,0,0,7,0
Spring 2022 UCE East,2022-06-22,Unitarian,Evanston,Cook,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,1.6,2.7,3.6,4.7,20.9,60,20,20,0,NA,NA,2.7,5,3,2,0.4,0,0,0,0,5,0,0,0,0,0,1,4,0,0,3,0
Forest Lake,2022-06-21,Acorn Pond,Mundelein,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2.8,3.1,7.9,8.2,29,12.5,50,37.5,0,NA,NA,3.1,8,7,1,-2,-2,0,0,0,8,0,0,0,0,0,3,5,0,3,4,0
Whiting,2022-06-21,Chipwood,Crystal Lake,McHenry,Illinois,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Randall Schietzelt,29-421943 degrees N,IL,"97 degrees, sunny, humid",2 hours,"bottomland forest, secondary succession",NA,Public,2.1,3.4,18.8,24,26.9,52.5,16.3,25,6.3,3.7,3.6,3.2,80,50,30,0.6,0.3,17,10,6,40,6,0,0,1,0,4,68,8,4,45,1
Spring 2022 Egg SRG,2022-06-21,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Angela Wang,NA,NA,NA,NA,NA,NA,Public,2.3,4.1,10.5,14.2,31,52.4,19,14.3,14.3,NA,NA,4.1,21,12,9,1,0.8,0,0,0,18,3,0,0,0,0,0,18,3,0,11,1
Spring 2022 Eggleston WRG,2022-06-21,Eggleston,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Angela Wang, Marcos Sanchez",NA,NA,NA,NA,NA,NA,Public,1.9,2.8,7.4,8.9,22.9,40,33.3,26.7,0,5,NA,2.6,15,10,5,0.5,0.2,1,0,2,11,1,0,0,0,0,1,13,1,1,9,0
"Spring 2022 Ryan Mid, Cen",2022-06-21,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Angela Wang,NA,NA,NA,NA,NA,NA,Public,3.8,5.8,9.3,11.6,47.4,50,0,16.7,33.3,NA,NA,5.8,6,4,2,1.7,1.5,0,0,0,6,0,0,0,0,0,1,5,0,0,4,0
Spring 2022 Ryan NW,2022-06-21,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Angela Wang, Marcos Sanchez",NA,NA,NA,NA,NA,"System could not find:
Spider plant(Chlorophytum comosum)
Eastern bluestar(Amsonia tabernaemontana)
Faassen's catnip(Nepeta faassenii)",Public,0.6,2.3,2,4,12,81.8,9.1,9.1,0,NA,NA,2.3,11,3,8,0.3,-1,0,0,0,9,1,0,0,1,0,2,7,2,0,3,0
Spring 2022 Oakton N,2022-06-21,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,4.3,4.3,8.6,8.6,43,0,25,75,0,NA,NA,4.3,4,4,0,0.8,0.8,0,0,0,3,0,1,0,0,0,0,4,0,0,4,0
Spring 2022 Oakton S,2022-06-21,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,3.8,4.6,9.3,10.3,42,33.3,16.7,33.3,16.7,NA,NA,4.6,6,5,1,0.8,0.8,0,0,0,5,0,1,0,0,0,0,5,1,0,4,1
Spring 2022 Oakton E,2022-06-21,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,2.7,2.7,4.7,4.7,27,0,66.7,33.3,0,NA,NA,2.7,3,3,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
Spring 2022 Oakton W,2022-06-21,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,6,6,13.4,13.4,60,0,20,40,40,NA,NA,6,5,5,0,1,1,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0
Spring 2022 Oakton SW,2022-06-21,Oakton Elementary,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Marcos Sanchez,NA,NA,NA,NA,NA,NA,Public,1.7,2,4.2,4.5,18.3,33.3,66.7,0,0,NA,NA,2,6,5,1,1,0.8,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0
"Spring 2022 Orrington NE, MidN, NW",2022-06-21,Orrington Elementary,Evanston,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Angela Wang,NA,NA,NA,NA,NA,NA,Public,3.1,5,11.2,14.1,39.2,61.5,7.7,0,30.8,NA,10,4.3,13,8,5,0.8,0.4,0,1,0,9,1,2,0,0,0,3,7,3,2,5,1
"Spring 2022 Orrington SW, MidS, SE",2022-06-21,Orrington Elementary,Evanston,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Angela Wang,NA,NA,NA,NA,NA,NA,Public,2.2,4.1,7.9,10.8,30.1,53.8,23.1,7.7,15.4,NA,NA,4.1,13,7,6,0.5,0.4,0,0,0,10,2,1,0,0,0,3,6,4,0,5,2
Route 71 sand prairie,2022-06-18,Route 71 sand prairie,Ottawa,Lasalle,Il,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris woeltje,NA,NA,NA,NA,NA,NA,Public,4.2,5.5,28.2,32.1,47.8,33.3,15.6,15.6,35.6,5.4,7.5,5,45,34,11,1.2,1.2,6,7,1,26,4,0,0,1,0,3,41,1,3,31,0
Immediate Dig 2019-1AF,2022-06-10,Immediate Dig 2019-1AF,Village of Bartlett,DuPage,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Stephen Chu and Candace Cunningham,DuPage,IL,NA,NA,NA,NA,Public,1.6,3.1,7.2,9.8,21.9,60,15,20,5,NA,2,3.2,20,10,10,0.9,0.9,0,3,1,11,5,0,0,0,0,2,14,4,1,8,1
C Values for Spring Flora Final Project,2022-06-03,McDonald Woods,Glencoe,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sebastien,NA,NA,NA,NA,NA,NA,Public,5.2,5.2,17.2,17.2,52,0,9.1,72.7,18.2,4.8,5,5.6,11,11,0,0,0,5,1,0,3,0,2,0,0,0,0,11,0,0,11,0
"Spring 2022 Hinman NW, NE, N",2022-06-02,835 Hinman Ave,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Angela Wang,NA,NA,NA,NA,NA,NA,Public,4.3,7.5,11.4,15,56.7,42.9,0,14.3,42.9,NA,NA,7.5,7,4,3,0.4,-0.5,1,0,0,5,0,0,0,1,0,1,6,0,0,4,0
Spring 2022 Ryan SW,2022-06-02,Lot 101 Ryan Field,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Angela Wang, Marcos Sanchez",NA,NA,NA,NA,NA,"System could not find:
Eastern bluestar(Amsonia tabernaemontana)
Faassen's catnip(nepeta faassennii)",Public,1.8,4,5.4,8,26.7,55.6,22.2,11.1,11.1,1,NA,5,9,4,5,0.8,1,1,0,0,6,2,0,0,0,0,0,8,1,0,4,0
Columbus,2022-05-31,Columbus,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.5,3.5,4.9,4.9,35,0,50,50,0,NA,NA,3.5,2,2,0,-2,-2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0
Countryside Glen,2022-05-31,Countryside Lake,Countryside,Lake,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,4.2,4.6,13.9,14.5,43.9,9.1,27.3,36.4,27.3,NA,NA,4.6,11,10,1,-2,-2,0,0,0,11,0,0,0,0,0,4,7,0,4,6,0
cranberry,2022-05-31,Cranberry,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,5.6,6,23.1,24,58.2,5.9,23.5,23.5,47.1,NA,NA,6,17,16,1,-2,-2,0,0,0,17,0,0,0,0,0,4,13,0,3,13,0
Crescent Knoll,2022-05-26,Crescent Knoll,Libertyville,Lake,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,David Johannesen,NA,NA,NA,NA,NA,NA,Public,2.1,3,12.2,14.4,24.7,35.3,35.3,26.5,2.9,3.4,1.5,3.1,34,23,11,-0.2,-0.3,6,5,4,13,2,4,0,0,0,2,30,2,1,22,0
Big Bear,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2.3,3.5,5.6,7,28.6,33.3,33.3,33.3,0,NA,NA,3.5,6,4,2,-2,-2,0,0,0,6,0,0,0,0,0,1,5,0,1,3,0
Bittersweet,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,4.7,4.7,8.1,8.1,47,0,33.3,33.3,33.3,NA,NA,4.7,3,3,0,-0.7,-0.7,0,0,1,2,0,0,0,0,0,2,1,0,2,1,0
Bluff,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2.3,3.5,5.6,7,28.6,33.3,33.3,33.3,0,NA,NA,3.5,6,4,2,-2,-2,0,0,0,6,0,0,0,0,0,1,5,0,1,3,0
Bresen,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2.9,3.8,8.2,9.3,32.9,25,37.5,25,12.5,NA,NA,3.8,8,6,2,-2,-2,0,0,0,8,0,0,0,0,0,2,6,0,2,4,0
briarcrest,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3,3.8,6.7,7.6,34,20,60,0,20,NA,NA,3.8,5,4,1,-2,-2,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0
Buffalo,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.2,3.8,7.8,8.5,34.7,16.7,50,16.7,16.7,NA,NA,3.8,6,5,1,-2,-2,0,0,0,6,0,0,0,0,0,1,5,0,1,4,0
butler,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.6,4.5,11.4,12.7,40.2,20,20,50,10,NA,NA,4.5,10,8,2,-2,-2,0,0,0,10,0,0,0,0,0,4,6,0,4,4,0
cedar,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,5.7,6.2,29.6,31,59.7,7.4,18.5,25.9,48.1,NA,NA,6.2,27,25,2,-2,-2,0,0,0,27,0,0,0,0,0,7,20,0,6,19,0
ADID 127,2022-05-25,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2,2,2,2,20,0,100,0,0,NA,NA,2,1,1,0,-2,-2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Albert,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.4,4.3,7.6,8.6,38.5,20,40,20,20,NA,NA,4.3,5,4,1,-2,-2,0,0,0,5,0,0,0,0,0,1,4,0,1,3,0
Almond,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.7,4.1,11.1,11.6,38.7,11.1,33.3,44.4,11.1,NA,NA,4.1,9,8,1,-2,-2,0,0,0,9,0,0,0,0,0,4,5,0,4,4,0
Ames,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.1,4.3,10.3,12.2,36.7,27.3,36.4,18.2,18.2,NA,NA,4.3,11,8,3,-2,-2,0,0,0,11,0,0,0,0,0,4,7,0,3,5,0
ANTIOCH,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.5,3.5,4.9,4.9,35,0,50,50,0,NA,NA,3.5,2,2,0,-2,-2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
Bannana,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,2,3,3.5,4.2,24.5,33.3,33.3,33.3,0,NA,NA,3,3,2,1,-2,-2,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0
BANGS,2022-05-24,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,5.2,5.9,22.1,23.6,55.6,11.1,16.7,27.8,44.4,NA,NA,5.9,18,16,2,-2,-2,0,0,0,18,0,0,0,0,0,4,14,0,4,12,0
acorn pond,2022-05-23,Dog Pond,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,LCHD,NA,NA,NA,NA,NA,NA,Public,3.8,3.8,8.5,8.5,38,0,40,60,0,NA,NA,3.8,5,5,0,-2,-2,0,0,0,5,0,0,0,0,0,2,3,0,2,3,0
UrbanEco - Lawn,2022-05-23,Marquette Park - Lawn,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Aidden Tapia,NA,NA,NA,NA,NA,NA,Public,1,9,3,9,30,88.9,0,0,11.1,NA,NA,9,9,1,8,0.9,1,0,0,0,7,2,0,0,0,0,2,6,1,0,1,0
UrbanEco - Lawn Alternatives,2022-05-23,Marquette Park - Lawn,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Aidden Tapia,NA,NA,NA,NA,NA,NA,Public,4.3,5.7,17.2,19.7,49.4,31.3,6.3,37.5,25,NA,NA,5.7,16,12,4,1,1.2,0,0,0,13,1,2,0,0,0,0,15,1,0,12,0
UrbanEco - Prairie,2022-05-23,Marquette Park - Lawn,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Aidden Tapia,NA,NA,NA,NA,NA,NA,Public,4.5,4.8,18.6,19.2,46.6,5.9,29.4,47.1,17.6,4,NA,4.9,17,16,1,0.8,0.8,2,1,0,9,4,1,0,0,0,0,17,0,0,16,0
Oak Forest-Wetland 7,2022-05-23,Oak Forest Campus,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"D. Koldoff, M. Reckman",41.593940,-87.735554,NA,NA,NA,NA,Public,0.8,1.8,2.9,4.4,12.2,69.2,23.1,7.7,0,NA,NA,1.8,13,6,7,0.1,-0.5,0,0,2,7,3,1,0,0,0,1,12,0,1,5,0
My garden - Chicago2017 metric,2022-05-11,Urban micro prairie,Chicago,Cook,IL,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,David Wilkerson,NA,NA,NA,NA,NA,"Missing from assessment -
Liatris novae-angliae
Pycnanthemum pilosum
Proserpinaca pectinata
Carex appalachica
Hasteola suaveolens
Oligoneuron riddellii
Aster ericoides
Rumex orbiculatus
Symphyotrichum sagittifolium",Public,6.2,6.3,72.6,72.9,62.3,5.1,8.8,38.7,47.4,7.7,5.7,6.3,137,134,3,0.2,0.2,3,7,0,96,14,17,0,0,0,0,137,0,0,134,0
Spring Flora Assignment,2022-05-10,Mary Mix McDonald Woods,Chicago,Cook County,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,June Zhao,NA,NA,NA,NA,"Chicago Botanic Garden, woodland restoration",NA,Public,0.7,1.7,3.4,5.4,11.2,73.9,17.4,8.7,0,2.5,NA,1.5,23,10,13,0.8,0.8,2,1,1,16,3,0,0,0,0,1,16,6,1,8,1
Spring Flora Assignment,2022-05-10,Mary Mix McDonald Woods,Chicago,Cook County,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,June Zhao,NA,NA,NA,NA,NA,NA,Public,4.1,5,23.6,26,45.2,27.3,9.1,36.4,27.3,5,1.3,5.5,33,27,6,0.4,0.3,1,3,0,27,1,0,0,1,0,2,29,2,1,26,0
Spring Flora Assignment,2022-05-08,Chicago BotanicalGarden,glencoe,USA,IL,Cook,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Ishani Gupta,NA,NA,NA,NA,woodlands of botanical garden,NA,Public,4.8,6,10.7,12,53.7,20,0,60,20,5,NA,6.3,5,4,1,0.2,0,1,0,0,3,1,0,0,0,0,0,5,0,0,4,0
McDonald Woods,2022-05-06,Skokie lagoons,skokie,IL,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Glencoe,IL,Illinois,NA,NA,Nature preserve,NA,Public,4.1,5,23.6,26,45.2,27.3,9.1,36.4,27.3,5,1.3,5.5,33,27,6,0.4,0.3,1,3,0,27,1,0,0,1,0,2,29,2,1,26,0
Spring Flora assignment,2022-05-06,Skokie lagoons,skokie,IL,Illinois,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Karen Segura,NA,NA,NA,NA,Nature preserve,NA,Public,0.7,1.7,3.4,5.4,11.2,73.9,17.4,8.7,0,2.5,NA,1.5,23,10,13,0.8,0.8,2,1,1,16,3,0,0,0,0,1,16,6,1,8,1
CBG - Woodland,2022-05-05,CBG - Woodland,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Glencoe,Cook,IL,"Cloudy, cold, windy",NA,Engineered Woodland,NA,Public,4.7,5.6,11.5,12.5,51.1,16.7,0,66.7,16.7,5,NA,5.8,6,5,1,0,-0.2,1,0,0,4,1,0,0,0,0,0,6,0,0,5,0
Spring Flora Assignment,2022-05-02,Chicago Botanic Garden,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Bibi Belknap Fernandez,NA,NA,NA,NA,CBG Woodland,NA,Public,4.3,5,24.3,26,45.9,25,9.4,37.5,28.1,5,1.3,5.5,32,27,5,0.3,0.3,1,3,0,26,1,0,0,1,0,2,29,1,1,26,0
Spring Flora Assignment - Lagoons,2022-05-02,Chicago Botanic Garden,Glencoe,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Bibi Belknap Fernandez,NA,NA,NA,NA,Skokie Lagoons,NA,Public,0.7,1.7,3.4,5.4,11.2,73.9,17.4,8.7,0,2.5,NA,1.5,23,10,13,0.8,0.8,2,1,1,16,3,0,0,0,0,1,16,6,1,8,1
Chicago BotanicalGarden,2022-05-01,Chicago BotanicalGarden,glencoe,USA,IL,Cook,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,glencoe,USA,IL,NA,NA,botanical woodlands,NA,Public,4,4.8,21.2,23,43.5,25,10.7,42.9,21.4,5,1.3,5.4,28,23,5,0.4,0.3,1,3,0,23,1,0,0,0,0,2,25,1,1,22,0
Spring Flora Assessment,2022-05-01,Chicago BotanicalGarden,glencoe,USA,IL,Cook,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Ishani Gupta,NA,NA,NA,NA,woodlands of botanical gardens,NA,Public,3.3,5,5.7,7.1,40.8,33.3,0,66.7,0,NA,NA,5,3,2,1,1,0.5,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0
Spring Flora Assignment,2022-05-01,Skokie Lagoons,Skokie,Cook,IL,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sheridan Bernard,NA,NA,NA,NA,Woodland restoration,NA,Public,4.1,5,23.6,26,45.2,27.3,9.1,36.4,27.3,5,1.3,5.5,33,27,6,0.4,0.3,1,3,0,27,1,0,0,1,0,2,29,2,1,26,0
